제목,가사
"잔향, 우리","나의 맘의 초를 켜두면
은은하게 연기처럼 떠올라
작은 내 방이 조금 환해질 때면
함께 웃고 있는 우리가 보여
우리 밤은 노란빛
고흐처럼 빛났지
아득한 기억을 선명하게
그려보려 해
깊은 바다 같은 밤
마치 오늘 같은 밤
우리라고 불렀던 그 밤
손끝에 닿을 듯 선명히
아늑히 웃고 있던 우리
물감처럼 번져가
기억은 찢진 조각
흩어지네 향기만
얼마나 밤이 지났을까
그리움 묻은 향이 흩어져가
나마저 눈감으면
되돌릴 수 없을 걸
알아
우리 밤은 초록빛
마치 은하수같이
아름다운 우리의 기억이
꽃처럼 피네
깊은 바다 같은 밤
마치 오늘 같은 밤
우리라고 불렀던 그 밤
손끝에 닿을 듯 선명히
아늑히 웃고 있던 우리
물감처럼 번져가
기억은 찢진 조각
흩어지네 향기만
얼마나 밤이 지났을까
그리움 묻은 향이 흩어져가
나마저 눈감으면
되돌릴 수 없을 걸
알아
많은 밤이 지났지
이젠 희미해지는 듯해
작은 음성으로 그댈 부르네
그대 밤은 어쩌면
나와 같지 않을까
밝게 불을 켜둘게
손끝에 닿을 듯 선명히
아늑히 웃고 있던 우리
물감처럼 번져가
기억은 찢진 조각
흩어지네 향기만
얼마나 밤이 지났을까
그리움 묻은 향이 흩어져가
나마저 눈감으면
되돌릴 수 없을 걸
알아"
갑자기 생각이 난 건데,"갑자기 생각이 난 건데
조금 더 잘 해줄 걸 그랬나 봐
이제는 느낄 수 없는 너의
사랑이 이제야 그리워지네
갑자기 생각이 난 건데
조금 더 아껴줄 걸 그랬나 봐
이제야 생각난 너의 모습에
오늘도 잠들 수 없다고
그저 그렇게 살다가 보니까
뭐가 뭔지 모르게 지나간
나의 시간들 속에서 그저
뭐가 중요한 건지도 모른 채
그냥 그렇게 지나갔더라고
그렇더라고
갑자기 생각이 난 건데
이제는 돌아갈 수는 없겠지
뭐든지 함께했던 그 시간으로
돌아가기엔 늦은 거겠지
그저 그렇게 살다가 보니까
뭐가 뭔지 모르게 지나간
나의 시간들 속에서 그저
뭐가 중요한 건지도 모른 채
그냥 그렇게 지나갔더라고
그렇더라고"
항해,"끝없는 바다 위를 
미친 듯 저어봐도 
어디로 갈지 몰라
나아가기는 하나
구름은 배를 덮고
비로 가득 채웠네
쏟아 보려 해봐도
떠다니기도 벅차
있잖아 나는 너에게
큰 희망을 줄 순 없지만
아플 때 내 살을 덧대서
잠시 잊게 해줄게
떠다닌 많은 말들 중
네가 집고 삼키길 원해
네 말을 믿어줬으면 해 
Let me tell you
So many sorrows
tell you
지나가게 돼
What you say
What you need
그대로 내게 말한 뒤
what you say
기대란 걸 믿진 않아
그냥 왠지 
떨어지면 실망에 앞서 모든 걸 잃지
잊을만하다면 다시 찾아와 나를 잡고 
무너뜨려 겸손이란 게 뭔지 다시 배워
언제든지 내 삶이
모래 한 줌이 될 수 있기에 
난 왠지 내 겉이 화려해질 때쯤 
불안해 
서러워 싫증 나 또 왜인지 
아무것도 하고 싶지 않지
어쩌면 되려 하지 남을 
원해서 내려놓지 않지 
오늘도 해야 할 걸 적지
웃으며 행복한 걸 찾기엔
주저앉기만 해 무너진 
생각을 버려야 해 매일
Let me tell you
So many sorrows
tell you
지나가게 돼
What you say
What you need
그대로 내게 말한 뒤
what you say
끝없는 바다 위를 
미친 듯 저어봐도 
어디로 갈지 몰라
나아가기는 하나"
아직 모르지만,"다른 마음은 
많은 아픔을 알게 해
나는 또 다른 
꿈을 꿀 수 있을까
나른 해지는
마음 떠나간 사랑에
손을 흔드는
모습 낯설지만
그런 나에게 난데없이
너라는 별이 나타났고
그리워지는 어젯밤도
기다려지는 오늘 밤도
나의 이 마음에 
뛰어든 찬란한 불빛
아직 모르지만 
우리는 조금은
나의 이 밤에
찾아든 허전한 느낌
아직 모르지만
우리는 이제는
나의 이 마음에 
뛰어든 찬란한 불빛
아직 모르지만 
우리는 조금은
나의 이 밤에
찾아든 허전한 느낌
아직 모르지만
우리는 이제는"
이런 맘은 처음이라,"곤히 잠든 너의 뒷모습을 보다
꼭 끌어안고서 생각에 잠긴 밤
지금 이 순간 시간이 멈추길
입 밖에 톡 터진 우스운 바람
꿈같은 밤
눈물이 나 이런 맘은 처음이라
밤하늘 별들이 건네온 말
널 사랑만 해도 모자란 날 참 짧은 시간들
지금 좋은 꿈을 꾸러 가 안녕
운명 같은 사랑이라 난 믿을래
너 같은 사람은 너밖에 없다고
사랑보다 사랑 같은 말을
찾다 보니 훌쩍 새워버린 밤
널 사랑해
눈물이 나 이런 맘은 처음이라
밤하늘 별들이 건네온 말
널 사랑만 해도 모자란 날 참 짧은 시간들
지금 좋은 꿈을 꾸러 가 안녕
먼저 잠든 네게 심술이나
지금 너와 눈을 맞추고
사랑한다 말하고
그 말을 또 듣고 싶어
널 만나러 갈게
사랑해 널 이런 맘은 처음이라
세상이 내게 준 가장 큰 선물
어떻게 온 걸까 네가 내게 자꾸 눈물이 나
너를 만나서 정말 다행이야
너를 찾아서 정말 다행이야"
자장가,"천천히 두 눈을 감고 잠을 자
새벽이 끝나기 전에
따뜻한 온기 가득한 사랑들
널 기다리며 애태우잖아
통화 하다 보면 어느새 새벽 2시
나랑 더 하고 싶은 거 알지 그래도
우리 둘에겐 내일이 있잖아
괜찮아 꿈에서 만나면 돼
그곳은 뭐든 할 수 있어
내가 집도 만들어 줄게
그리고 곁에 있어 줄게
고마워 그대여 잘 자요 그대여
통활 하다 보면 어느새 해가 지죠
저물어가는 하루 보내죠 그래도
우리 둘에겐 내일이 있잖아
괜찮아 꿈에서 만나면 돼
그곳은 뭐든 할 수 있어
내가 집도 만들어 줄게
그리고 곁에 있어 줄게
고마워 그대여 잘 자요 그대
우리 둘에겐 내일이 있잖아
괜찮아 꿈에서 만나면 돼
그곳은 뭐든 할 수 있어
내가 집도 만들어 줄게
그리고 곁에 있어 줄게
고마워 그대여 잘 자요 그대여
수고했어요
그대여"
가득 빈 마음에,"엄만 언제 공허함을 느끼십니까
이건 나태함입니까
애초에 헛된 꿈입니까
채워진 것도 버거워 비어버린 것도
두려우려 사는 것도 아닌데
정답인 위로 없이
나는 살아갈 수 없네
미지근히 사라지는
가득 날 채울 순 있을까
손에 쥐려 애쓴 것들이
이유마저 흩어져
이대로도 괜찮다면
난 어떤 날을 살아야 하나
걱정 하려 사는 건 아닌데
텅 빈 마음을 난 미워해
마주하지 않네
향기같이 사라져버릴
가득 날 채울 순 있을까
손에 쥐려 애쓴 것들이
이유마저 흩어져
이대로도 괜찮다면
난 무얼 위해 살아야 하나
걱정하려 사는 건 아닌데
엄만 언제 공허함을 느끼십니까
이건 나태함입니까
애초에 헛된 꿈입니까
채워진 것도 버거워 비어버린 것도
두려우려 사는 것도 아닌데"
Desert,"춥다가 덥다가
나 이렇게 빠져 죽나
모래바람이 휘몰아치는 소용돌이
울다가 웃다가
데굴데굴 굴렀다가
숨 참고선 잠수
나 잡아봐라
제일 높은 곳에서
제일 낮은 데까지
달려라 하하
음 모르겠어 왜 이러는지
이 와중에도
춥다가 덥다가
나 이렇게 빠져 죽나
모래바람이 휘몰아치는 소용돌이
울다가 웃다가
데굴데굴 굴렀다가
숨 참고선 잠수
나 잡아봐라
춥다가 덥다가
울다가 웃다가
춥다가 덥다가
울다가 웃다가"
credit,"나의 눈에 비친 게
보이네요
나를 전부 만들고
멀어져요
내 모든 걸 전부 다
바꿔 논 채로
그 작은 흔적만이
내 전부라네요
나의 슬픈 표정이
보이네요
물에 번진 것 같이
흐려져요
내 모든 게 전부 다
없어진대도
이젠 아픈 것도
내 잘못이겠죠
이해할 수 없는
이 단어들이
부서져 버려요
작게 흩어지고
또 무너지고
헤집어 놓겠죠
또렷하게
날 보았었던
밝게 빛난
눈을 기다릴게요
이제 나는
작은 외로움을 끌어안고서
그댈 위해 서 나는 남겨둘 거야
그대 두려움을 끌어안고서
나는 너를 위해 남겨둘 거야"
나의 쉴 곳,"내 작고 조그만 방에 누워 
햇살 따라 손 내밀면 
그 길 끝에 잡힐 듯 빛나던 
꿈과 사랑 행복 
난 가만히 눈을 감아보면 
여전히 선명한 얼굴 
생각하면 눈물이 흘러도 
벅찬 사랑에 금세 웃고 말았지 
여기엔 못 이룬 꿈도 
밀물처럼 버겁기만 한 현실도 
그래 이토록 아픈 나의 나약함  
다 모두 두고서 
쉬어도 되는 우리 집 
여기엔 못 이룬 꿈도 
밀물처럼 버겁기만 한 현실도 
그래 이토록 아픈 나의 나약함  
다 모두 두고서 
울어도 되는 우리 집 
한참 동안 뒤척이다 
지는 노을 바라보다 
떠난 너를 품고 가만히 잠드는 
우리가 있던 아름다웠던 
나의 쉴 곳"
널 바래다주던 길,"우연히 너의 집으로 가던
버스를 탔어 개의치 않았지
정류장 너의 손을 꼭 붙잡고
손등을 호호 불던 그곳
창가엔 우리가 보여
행복한 모습 그대로
아무도 없는 늦은 밤
촉촉한 그때 공기가
그때로 돌아가고 싶어서
이 버스를 탔나 봐
함께 듣던 노래가 들려
널 보러 달려가던 길
널 만나기 전 기다리던 길
만약 널 볼 수 있다면
널 꼭 안고서 말할래
나 네가 사실 그리웠다고 
이제 널 볼 수 없지만 
보고 싶어
우리가 헤어지던 밤
그때 넌 낯설었었지
내가 아는 네가 맞는지 너의
굳은 표정들
아직도 지우지 못한 사진
난 멈춰있나 봐
그땐 정말 행복했는데
널 보러 달려가던 길
널 만나기 전 기다리던 길
만약 널 볼 수 있다면
널 꼭 안고서 말할래
나 네가 사실 그리웠다고
이제 널 볼 수 없지만 
그날의 가로등 불빛
차가운 바람까지도
꼭 네가 옆에 있을 것 같아
날 안아주던 네 손길
날 바라보며 웃던 네 눈빛
우리 참 행복했는데
널 꼭 안고서 말할래
나 네가 너무 그리웠다고
너의 정류장 근처야
보고 싶어"
마음을 열수가 없어요,"마음을 열 수가 없어요
나는 아주 약한 사람이거든요
모든 게 두려워 어쩌죠
나는 아무것도 할 수 없어요
사실 난 삐뚤빼뚤 해요
나를 안을 사람 없을 거예요
누구나 첨벙첨벙 대는
내 마음 보면 멀미 날 거예요
아프고 힘든 날
사람이 그리운 날
기댈 곳이 없어
가끔 휘청거려요
나는 또 이대로
혼자 늙어가겠죠
마음을 열지 못하고
숨기만 하네요
사실 난 울퉁불퉁해요
나를 만질 사람 없을 거예요
누구나 흔들흔들 대는
내 모습 보면 어지러울 거예요
아프고 힘든 날
사람이 그리운 날
기댈 곳이 없어
가끔 눈물이 나요
나는 또 이대로
혼자 늙어가겠죠
그래도 한 번쯤은
날 찾아줬으면
좀 더 어른이 되면
조금 나아질까요
그때는 다 괜찮을까요
계속 살아볼게요
가끔 보고 싶어도
그리움 꾹꾹 담고서"
그대여,"사랑하는 나의 그대여
수줍은 이 노래를 기억해 주오
힘겨웠던 삶의 무게도
이 순간만큼은 잊길 바라오
가슴속에 깊이 묻어둔 진심은
나지막이 그댈 향해있네
이 마음 다해도 사랑을
설명할 길 없지만
가슴속에 깊이 묻어둔 진심은
나지막이 그댈 향해있네
이 마음 다해도 사랑을
설명할 길 없지만
사랑하는 나의 그대여
영원히 그댈 위해 난 노래하겠소
난 사랑하겠소"
괜찮은 척,"거리엔 꽃이 피었고
하늘엔 달이 피었고
괜찮은 하루가 가네
그게 참 말이 안 되네
너의 목소릴 듣다가
너의 이름을 부르다
너의 하루가 궁금해져
결국 난 아아
괜찮은 척하며 하루를 살다
함께 걷고팠던 거리에
혼자 걷다가 걸을 수 없다가
그렇게 하룰 보냈네
궁금하지도 않은지
못다 한 우리 얘기가
넌 정말 괜찮은 걸까
괜찮은 척은 아닐까
괜찮은 척하며 하루를 살다
함께 걷고팠던 거리에
혼자 걷다가 걸을 수 없다가
그렇게 하룰 보냈네
꽃잎 같던 널 바라보던 나
바람에 날아갈까 걱정돼
손에 꼭 쥔 채 아픈 줄도 모른 채
그렇게 너를 보냈네
너를 하루 종일 기다릴 거면서
괜찮은 척을 해댔네"
오름,"나는 오르고 싶지 않았는데
궂은 네 말에 하루를 쓴다
나는 내려만 가고 싶었는데
등 떠미는 네 눈빛에 못 이긴 척 
난 어디로 갈 바람일까요 
코끝을 스치는 이 녹음은 한 치 앞도 모르게
날 가득 채워 갈까요 
젖은 두 발은 날 찾아올까요
너는 내 뒷모습을 보고 있나
작은 떨림들까지 다 전해질까
난 어디로 갈 바람일까요 
코끝을 스치는 이 녹음은 한 치 앞도 모르게
날 가득 채워 갈까요 
젖은 두 발은 날 찾아
나는 오르고 싶지 않았었는데
나는 오르고 싶지 않았었는데
나는 오르고 나는 오르고 나는 오르고 
난 오르고 싶지 않았는데
궂은 네 말에 하루를 쓴다"
테두리,"내 오늘도 그댈 담을 말이 없는걸
뜸을 들이다 그댈 추억하오
늦은 밤 꺼내서 미안해
누구를 위한 그 사랑 노래를
꽃 남방 정든 훈장을 쥐고
세상에 그대 젊음이 울리면 난
기억을 잃고 다시 태어난대도
머무르고 싶다 떼를 써요
빛에 테두리를 그리고
주위를 맴도는 난
그 달이 될게요
내 맘은 무뎌지지 않으니
익숙해지지만 말아주시오
깊어질수록 슬피 운 것도 아닌
부슬비처럼 나 살아갈 테요
빛에 테두리를 그리고
주위를 맴도는 난 그
그 달이 될게요
나 비록 그대의 사랑이 될 순 없지만
감히 그대 없던 세상을 떠올리느니
사랑이 아니길
어리숙한 마음 정리하지 못한
어울리지 않는 마음 달고
그댈 바라볼 내가 밉소
왜 나는 마음마저도 노력하고
깊어진 내 맘만 초라해지는걸
내 오늘도 그댈 담을 말이 없는걸"
꽃,"예뻐서가 아니다
잘나서가 아니다
많은 것을 가져서도 아니다
다만 너이기 때문에
네가 너이기 때문에
보고 싶은 것이고
사랑스러운 것이고
또 안쓰러운 것이고
끝내 가슴에
못이 되어 박히는 것이다
이유는 없다
있다면 오직 한 가지
네가 너라는 사실
네가 너이기 때문에
소중한 것이고
아름다운 것이고
사랑스런 것이고
가득한 것이다
이유는 없다
있다면 오직 한 가지
네가 너라는 사실
네가 너이기 때문에
소중한 것이고
아름다운 것이고
사랑스런 것이고
가득한 것이다
소중한 것이고
아름다운 것이고
사랑스런 것이고
가득한 것이다
소중한 것이고
아름다운 것이고
사랑스런 것이고
가득한 것이다
꽃이여
오래 그렇게 있거라"
